0.940177, 1.0832, 1.24575, 1.4292, 1.63468, 1.86301, 2.11469, 2.38983, 2.68811, 3.00883, 3.35087, 3.71272, 4.09254, 4.48818, 4.89727, 5.31725, 5.74546, 6.17917, 6.61566, 7.05227, 7.48644, 7.91575, 8.33795, 8.751, 9.15304, 9.54245, 9.91783, 10.278, 10.622, 10.949, 11.2586, 11.5502, 11.8238, 12.0792, 12.3165, 12.5358, 12.7375, 12.922, 13.0896, 13.2409, 13.3765, 13.4969, 13.6028, 13.6948, 13.7736, 13.8398, 13.8941, 13.9371
0.94462, 1.08826, 1.25152, 1.43575, 1.64209, 1.87137, 2.12409, 2.40033, 2.69981, 3.0218, 3.36517, 3.72841, 4.10966, 4.50677, 4.91735, 5.33884, 5.76856, 6.20377, 6.64175, 7.07981, 7.5154, 7.94608, 8.3696, 8.7839, 9.18712, 9.57765, 9.95407, 10.3152, 10.6601, 10.9879, 11.2982, 11.5905, 11.8647, 12.1206, 12.3583, 12.578, 12.78, 12.9647, 13.1324, 13.2839, 13.4195, 13.5399, 13.6457, 13.7377, 13.8163, 13.8823, 13.9364, 13.9792
0.949131, 1.09341, 1.25737, 1.4424, 1.64961, 1.87986, 2.13362, 2.411, 2.71169, 3.03496, 3.37967, 3.74431, 4.12702, 4.52562, 4.93772, 5.36074, 5.79199, 6.22872, 6.6682, 7.10773, 7.54475, 7.97682, 8.40167, 8.81724, 9.22166, 9.61332, 9.99079, 10.3529, 10.6987, 11.0274, 11.3384, 11.6313, 11.9061, 12.1625, 12.4006, 12.6207, 12.823, 13.0079, 13.1758, 13.3274, 13.463, 13.5834, 13.6892, 13.781, 13.8595, 13.9254, 13.9793, 14.0219
0.953712, 1.09863, 1.26331, 1.44914, 1.65725, 1.88847, 2.14329, 2.42182, 2.72373, 3.0483, 3.39438, 3.76045, 4.14463, 4.54474, 4.95837, 5.38294, 5.81574, 6.25401, 6.69501, 7.13604, 7.57451, 8.00798, 8.43417, 8.85102, 9.25666, 9.64946, 10.028, 10.3911, 10.7378, 11.0673, 11.379, 11.6727, 11.948, 12.2049, 12.4435, 12.6639, 12.8665, 13.0516, 13.2197, 13.3714, 13.5071, 13.6275, 13.7332, 13.8249, 13.9033, 13.969, 14.0227, 14.065
0.958364, 1.10393, 1.26935, 1.45599, 1.665, 1.89721, 2.15311, 2.4328, 2.73596, 3.06184, 3.40931, 3.77682, 4.16249, 4.56413, 4.97932, 5.40545, 5.83982, 6.27966, 6.7222, 7.16474, 7.60467, 8.03956, 8.46712, 8.88526, 9.29213, 9.68608, 10.0657, 10.4298, 10.7774, 11.1077, 11.4202, 11.7145, 11.9904, 12.2479, 12.4869, 12.7077, 12.9105, 13.0959, 13.2642, 13.4159, 13.5517, 13.6721, 13.7778, 13.8694, 13.9476, 14.0131, 14.0665, 14.1086
0.963089, 1.10932, 1.27547, 1.46294, 1.67287, 1.90608, 2.16308, 2.44394, 2.74836, 3.07558, 3.42446, 3.79343, 4.18061, 4.5838, 5.00056, 5.42829, 5.86425, 6.30567, 6.74976, 7.19383, 7.63525, 8.07158, 8.50051, 8.91997, 9.32808, 9.7232, 10.1039, 10.469, 10.8175, 11.1487, 11.462, 11.757, 12.0334, 12.2914, 12.5308, 12.752, 12.9552, 13.1408, 13.3092, 13.461, 13.5969, 13.7173, 13.8229, 13.9144, 13.9924, 14.0578, 14.111, 14.1528
0.967887, 1.11478, 1.2817, 1.47, 1.68086, 1.91509, 2.17319, 2.45525, 2.76095, 3.08953, 3.43982, 3.81028, 4.19899, 4.60375, 5.02211, 5.45145, 5.88902, 6.33204, 6.77772, 7.22333, 7.66626, 8.10403, 8.53436, 8.95515, 9.36451, 9.76081, 10.1426, 10.5087, 10.8582, 11.1902, 11.5043, 11.7999, 12.077, 12.3355, 12.5754, 12.7969, 13.0004, 13.1862, 13.3548, 13.5067, 13.6426, 13.763, 13.8685, 13.9599, 14.0378, 14.1029, 14.1559, 14.1975
0.972762, 1.12034, 1.28801, 1.47718, 1.68897, 1.92424, 2.18346, 2.46674, 2.77373, 3.10368, 3.45542, 3.82738, 4.21764, 4.62399, 5.04397, 5.47494, 5.91415, 6.35879, 6.80607, 7.25324, 7.6977, 8.13694, 8.56868, 8.99081, 9.40145, 9.79894, 10.1819, 10.549, 10.8994, 11.2323, 11.5471, 11.8435, 12.1212, 12.3801, 12.6205, 12.8424, 13.0461, 13.2322, 13.4009, 13.553, 13.6889, 13.8093, 13.9147, 14.006, 14.0838, 14.1487, 14.2014, 14.2427
0.977715, 1.12598, 1.29443, 1.48446, 1.69721, 1.93352, 2.19389, 2.47839, 2.7867, 3.11805, 3.47125, 3.84473, 4.23657, 4.64454, 5.06615, 5.49878, 5.93964, 6.38592, 6.83482, 7.28358, 7.72958, 8.17031, 8.60348, 9.02696, 9.43889, 9.83758, 10.2216, 10.5898, 10.9412, 11.2749, 11.5905, 11.8876, 12.1659, 12.4254, 12.6662, 12.8884, 13.0925, 13.2788, 13.4477, 13.5998, 13.7358, 13.8561, 13.9615, 14.0527, 14.1303, 14.195, 14.2475, 14.2885
0.982747, 1.13171, 1.30095, 1.49185, 1.70557, 1.94295, 2.20448, 2.49023, 2.79987, 3.13263, 3.48732, 3.86235, 4.25578, 4.66538, 5.08866, 5.52296, 5.96549, 6.41344, 6.86398, 7.31435, 7.76191, 8.20415, 8.63876, 9.06362, 9.47684, 9.87676, 10.2619, 10.6312, 10.9835, 11.3181, 11.6345, 11.9323, 12.2112, 12.4712, 12.7124, 12.9351, 13.1395, 13.326, 13.495, 13.6473, 13.7832, 13.9036, 14.0089, 14.1, 14.1774, 14.2419, 14.2941, 14.3348
0.98786, 1.13754, 1.30757, 1.49937, 1.71407, 1.95253, 2.21523, 2.50225, 2.81324, 3.14743, 3.50363, 3.88022, 4.27528, 4.68653, 5.1115, 5.54749, 5.99173, 6.44136, 6.89356, 7.34556, 7.79469, 8.23846, 8.67453, 9.10079, 9.51533, 9.91648, 10.3028, 10.6731, 11.0264, 11.3619, 11.6791, 11.9775, 12.2571, 12.5177, 12.7593, 12.9824, 13.187, 13.3737, 13.543, 13.6953, 13.8313, 13.9516, 14.0569, 14.1478, 14.2251, 14.2893, 14.3413, 14.3818
0.993057, 1.14346, 1.3143, 1.507, 1.7227, 1.96226, 2.22615, 2.51445, 2.82682, 3.16247, 3.52018, 3.89837, 4.29506, 4.708, 5.13467, 5.57239, 6.01834, 6.46969, 6.92357, 7.37721, 7.82795, 8.27326, 8.71082, 9.13848, 9.55435, 9.95675, 10.3442, 10.7156, 11.0699, 11.4063, 11.7243, 12.0234, 12.3036, 12.5647, 12.8069, 13.0303, 13.2352, 13.4222, 13.5916, 13.744, 13.88, 14.0003, 14.1055, 14.1963, 14.2733, 14.3374, 14.3891, 14.4293
0.998339, 1.14947, 1.32114, 1.51476, 1.73148, 1.97214, 2.23724, 2.52685, 2.84061, 3.17773, 3.537, 3.91679, 4.31515, 4.72979, 5.15819, 5.59765, 6.04535, 6.49843, 6.95401, 7.40933, 7.86169, 8.30856, 8.74761, 9.1767, 9.59392, 9.99758, 10.3862, 10.7587, 11.114, 11.4513, 11.7701, 12.0699, 12.3507, 12.6124, 12.855, 13.0788, 13.284, 13.4712, 13.6408, 13.7933, 13.9294, 14.0496, 14.1547, 14.2453, 14.3222, 14.3861, 14.4375, 14.4773
1.00371, 1.15559, 1.32809, 1.52264, 1.74039, 1.98218, 2.24851, 2.53944, 2.85461, 3.19323, 3.55407, 3.9355, 4.33554, 4.75191, 5.18207, 5.6233, 6.07276, 6.52759, 6.98491, 7.44191, 7.89591, 8.34437, 8.78494, 9.21547, 9.63404, 10.039, 10.4288, 10.8024, 11.1587, 11.4969, 11.8165, 12.1171, 12.3985, 12.6607, 12.9038, 13.1279, 13.3335, 13.5209, 13.6906, 13.8432, 13.9793, 14.0995, 14.2045, 14.295, 14.3717, 14.4353, 14.4865, 14.526
1.00917, 1.1618, 1.33516, 1.53065, 1.74944, 1.99239, 2.25996, 2.55223, 2.86884, 3.20897, 3.5714, 3.95449, 4.35625, 4.77437, 5.2063, 5.64932, 6.10058, 6.55719, 7.01625, 7.47497, 7.93063, 8.38069, 8.8228, 9.25479, 9.67474, 10.081, 10.472, 10.8467, 11.204, 11.5431, 11.8635, 12.1649, 12.447, 12.7097, 12.9532, 13.1778, 13.3836, 13.5713, 13.7411, 13.8938, 14.0299, 14.1501, 14.255, 14.3454, 14.4219, 14.4852, 14.5361, 14.5753
1.01472, 1.16812, 1.34234, 1.53879, 1.75865, 2.00275, 2.27159, 2.56522, 2.88328, 3.22496, 3.58901, 3.97378, 4.37727, 4.79717, 5.23091, 5.67574, 6.12882, 6.58722, 7.04807, 7.50852, 7.96586, 8.41755, 8.8612, 9.29467, 9.71602, 10.1236, 10.5158, 10.8916, 11.2499, 11.59, 11.9112, 12.2133, 12.496, 12.7593, 13.0033, 13.2283, 13.4344, 13.6223, 13.7923, 13.9451, 14.0812, 14.2013, 14.3061, 14.3963, 14.4726, 14.5358, 14.5864, 14.6253
1.02036, 1.17454, 1.34964, 1.54707, 1.768, 2.01329, 2.28341, 2.57843, 2.89796, 3.2412, 3.60689, 3.99337, 4.39862, 4.82032, 5.25589, 5.70257, 6.15748, 6.61771, 7.08035, 7.54256, 8.00161, 8.45494, 8.90017, 9.33513, 9.75789, 10.1667, 10.5602, 10.9372, 11.2965, 11.6375, 11.9596, 12.2624, 12.5458, 12.8097, 13.0541, 13.2794, 13.4859, 13.674, 13.8442, 13.997, 14.1331, 14.2532, 14.3579, 14.448, 14.5241, 14.5869, 14.6373, 14.6758
1.0261, 1.18108, 1.35706, 1.55548, 1.77751, 2.024, 2.29542, 2.59184, 2.91288, 3.2577, 3.62506, 4.01327, 4.42031, 4.84383, 5.28126, 5.7298, 6.18658, 6.64866, 7.11312, 7.57711, 8.03789, 8.49289, 8.93971, 9.37618, 9.80037, 10.2106, 10.6053, 10.9834, 11.3437, 11.6857, 12.0087, 12.3122, 12.5963, 12.8607, 13.1056, 13.3313, 13.5381, 13.7264, 13.8967, 14.0496, 14.1858, 14.3058, 14.4104, 14.5003, 14.5762, 14.6388, 14.6888, 14.727
1.03194, 1.18772, 1.36461, 1.56403, 1.78718, 2.03488, 2.30763, 2.60548, 2.92804, 3.27447, 3.64351, 4.03348, 4.44233, 4.86771, 5.30702, 5.75745, 6.21613, 6.68008, 7.14639, 7.61218, 8.07471, 8.53139, 8.97983, 9.41783, 9.84347, 10.255, 10.651, 11.0302, 11.3917, 11.7346, 12.0584, 12.3627, 12.6474, 12.9124, 13.1578, 13.3839, 13.591, 13.7795, 13.95, 14.103, 14.2391, 14.3591, 14.4636, 14.5533, 14.6289, 14.6913, 14.741, 14.7789
1.03788, 1.19448, 1.37228, 1.57273, 1.797, 2.04595, 2.32004, 2.61934, 2.94344, 3.29151, 3.66227, 4.05402, 4.46471, 4.89197, 5.33318, 5.78554, 6.24613, 6.71199, 7.18016, 7.64778, 8.11209, 8.57047, 9.02054, 9.4601, 9.88719, 10.3001, 10.6974, 11.0778, 11.4403, 11.7841, 12.1088, 12.4139, 12.6993, 12.9648, 13.2107, 13.4372, 13.6446, 13.8333, 14.0039, 14.157, 14.2932, 14.4131, 14.5174, 14.607, 14.6824, 14.7445, 14.7939, 14.8314
1.04392, 1.20135, 1.38009, 1.58158, 1.807, 2.0572, 2.33266, 2.63342, 2.95909, 3.30882, 3.68132, 4.07488, 4.48744, 4.91661, 5.35975, 5.81406, 6.27659, 6.74438, 7.21445, 7.68393, 8.15003, 8.61014, 9.06186, 9.50299, 9.93157, 10.3459, 10.7444, 11.126, 11.4896, 11.8344, 12.16, 12.4658, 12.7519, 13.018, 13.2644, 13.4912, 13.6989, 13.8879, 14.0586, 14.2118, 14.3479, 14.4678, 14.572, 14.6614, 14.7366, 14.7984, 14.8474, 14.8846
1.05007, 1.20835, 1.38804, 1.59058, 1.81716, 2.06864, 2.34549, 2.64774, 2.97501, 3.32642, 3.70069, 4.09608, 4.51053, 4.94164, 5.38675, 5.84303, 6.30753, 6.77728, 7.24927, 7.72062, 8.18854, 8.65041, 9.10381, 9.54652, 9.9766, 10.3923, 10.7921, 11.1749, 11.5396, 11.8854, 12.2119, 12.5185, 12.8052, 13.0719, 13.3188, 13.546, 13.754, 13.9432, 14.1141, 14.2673, 14.4034, 14.5232, 14.6273, 14.7165, 14.7914, 14.8529, 14.9017, 14.9385
1.05633, 1.21547, 1.39612, 1.59973, 1.8275, 2.08028, 2.35853, 2.66231, 2.99119, 3.34431, 3.72037, 4.11763, 4.534, 4.96707, 5.41417, 5.87246, 6.33896, 6.81069, 7.28463, 7.75788, 8.22765, 8.69129, 9.14638, 9.59071, 10.0223, 10.4394, 10.8406, 11.2245, 11.5903, 11.9372, 12.2645, 12.5719, 12.8593, 13.1266, 13.3739, 13.6016, 13.8098, 13.9992, 14.1703, 14.3235, 14.4597, 14.5794, 14.6834, 14.7723, 14.8471, 14.9083, 14.9567, 14.9931
