0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.59324e-30, 1.76817e-27, 1.46486e-25, 5.68081e-24, 1.22742e-22, 1.67176e-21, 1.57354e-20, 1.09746e-19, 5.98445e-19, 2.66087e-18, 9.97316e-18, 3.23625e-17, 9.29082e-17, 2.40207e-16, 5.67588e-16, 1.24097e-15, 2.53702e-15, 4.89375e-15, 8.97751e-15, 1.57744e-14, 2.67219e-14, 4.39115e-14, 7.04093e-14, 1.10774e-13, 1.71874e-13, 2.64121e-13, 4.03266e-13, 6.12836e-13, 9.27262e-13, 1.39562e-12, 2.08579e-12, 3.08868e-12, 4.52204e-12, 6.53331e-12, 9.30098e-12, 1.30339e-11, 1.79683e-11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37208e-31, 3.93446e-28, 5.12272e-26, 2.71072e-24, 7.31448e-23, 1.17003e-21, 1.23844e-20, 9.41488e-20, 5.47048e-19, 2.54881e-18, 9.88681e-18, 3.28937e-17, 9.61389e-17, 2.51686e-16, 5.997e-16, 1.31794e-15, 2.7015e-15, 5.21438e-15, 9.55632e-15, 1.67518e-14, 2.82764e-14, 4.62478e-14, 7.37312e-14, 1.15231e-13, 1.77476e-13, 2.70622e-13, 4.10009e-13, 6.1858e-13, 9.30014e-13, 1.3925e-12, 2.07295e-12, 3.06135e-12, 4.47466e-12, 6.45984e-12, 9.19527e-12, 1.28901e-11, 1.77815e-11, 2.41286e-11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.94958e-29, 1.59916e-26, 1.22109e-24, 4.25685e-23, 8.16366e-22, 9.83789e-21, 8.21101e-20, 5.10381e-19, 2.49656e-18, 1.00283e-17, 3.42014e-17, 1.01695e-16, 2.69318e-16, 6.46374e-16, 1.42618e-15, 2.92768e-15, 5.64835e-15, 1.03309e-14, 1.80504e-14, 3.03353e-14, 4.9349e-14, 7.81797e-14, 1.21311e-13, 1.85377e-13, 2.80338e-13, 4.21206e-13, 6.30458e-13, 9.41166e-13, 1.40082e-12, 2.07563e-12, 3.05494e-12, 4.45529e-12, 6.42356e-12, 9.13842e-12, 1.28099e-11, 1.76762e-11, 2.39982e-11, 3.20513e-11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.29382e-30, 4.32774e-27, 5.1285e-25, 2.4099e-23, 5.68086e-22, 7.9077e-21, 7.30484e-20, 4.87766e-19, 2.50941e-18, 1.04417e-17, 3.6485e-17, 1.10254e-16, 2.94983e-16, 7.12099e-16, 1.57518e-15, 3.23379e-15, 6.22778e-15, 1.13541e-14, 1.97516e-14, 3.30177e-14, 5.33808e-14, 8.39764e-14, 1.29298e-13, 1.9593e-13, 2.93694e-13, 4.37358e-13, 6.49039e-13, 9.61358e-13, 1.42131e-12, 2.09464e-12, 3.07038e-12, 4.46505e-12, 6.42583e-12, 9.1322e-12, 1.27954e-11, 1.76554e-11, 2.3975e-11, 3.20317e-11, 4.21069e-11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02628e-31, 9.73885e-28, 1.97498e-25, 1.32039e-23, 3.94497e-22, 6.45225e-21, 6.65714e-20, 4.79616e-19, 2.59932e-18, 1.12036e-17, 4.00687e-17, 1.22876e-16, 3.31564e-16, 8.03631e-16, 1.779e-15, 3.64631e-15, 6.99863e-15, 1.27001e-14, 2.19686e-14, 3.64872e-14, 5.85693e-14, 9.14212e-14, 1.39578e-13, 2.09612e-13, 3.11265e-13, 4.59141e-13, 6.75108e-13, 9.9149e-13, 1.45499e-12, 2.13116e-12, 3.10907e-12, 4.50559e-12, 6.46871e-12, 9.1792e-12, 1.28501e-11, 1.77234e-11, 2.40644e-11, 3.2153e-11, 4.22725e-11, 5.46981e-11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71057e-28, 6.81566e-26, 6.95471e-24, 2.73614e-22, 5.36633e-21, 6.24774e-20, 4.87856e-19, 2.7887e-18, 1.24437e-17, 4.5481e-17, 1.41252e-16, 3.83552e-16, 9.31296e-16, 2.05872e-15, 4.20425e-15, 8.02741e-15, 1.44748e-14, 2.48599e-14, 4.097e-14, 6.52226e-14, 1.00919e-13, 1.52662e-13, 2.27056e-13, 3.33814e-13, 4.87454e-13, 7.09711e-13, 1.03276e-12, 1.50324e-12, 2.1868e-12, 3.17289e-12, 4.5792e-12, 6.555e-12, 9.28293e-12, 1.29783e-11, 1.78859e-11, 2.42737e-11, 3.24242e-11, 4.26231e-11, 5.51467e-11, 7.02487e-11
0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07449e-29, 2.04055e-26, 3.48967e-24, 1.89768e-22, 4.57394e-21, 6.07887e-20, 5.16779e-19, 3.11786e-18, 1.43838e-17, 5.36016e-17, 1.68131e-16, 4.58109e-16, 1.11121e-15, 2.44654e-15, 4.96601e-15, 9.41172e-15, 1.68304e-14, 2.86499e-14, 4.67801e-14, 7.37628e-14, 1.13015e-13, 1.69237e-13, 2.49099e-13, 3.62341e-13, 5.23473e-13, 7.54211e-13, 1.08676e-12, 1.5679e-12, 2.26368e-12, 3.26436e-12, 4.68889e-12, 6.68844e-12, 9.44805e-12, 1.3186e-11, 1.81503e-11, 2.46121e-11, 3.28569e-11, 4.31725e-11, 5.58367e-11, 7.11029e-11, 8.91874e-11
0, 0, 0, 0, 0, 0, 0, 0, 1.15366e-30, 5.05453e-27, 1.64721e-24, 1.31845e-22, 4.02398e-21, 6.18469e-20, 5.74849e-19, 3.65972e-18, 1.74139e-17, 6.59417e-17, 2.08132e-16, 5.66976e-16, 1.36916e-15, 2.99281e-15, 6.02072e-15, 1.12971e-14, 1.99892e-14, 3.3659e-14, 5.43581e-14, 8.47711e-14, 1.28451e-13, 1.90221e-13, 2.76849e-13, 3.98159e-13, 5.68729e-13, 8.10377e-13, 1.1555e-12, 1.65129e-12, 2.36455e-12, 3.38672e-12, 4.8386e-12, 6.87381e-12, 9.68053e-12, 1.34806e-11, 1.85258e-11, 2.50912e-11, 3.34653e-11, 4.39382e-11, 5.67886e-11, 7.22694e-11, 9.05945e-11, 1.11927e-10
0, 0, 0, 0, 0, 0, 0, 0, 9.63318e-28, 7.18388e-25, 9.19997e-23, 3.68956e-21, 6.65362e-20, 6.78565e-19, 4.55117e-18, 2.22483e-17, 8.52037e-17, 2.69297e-16, 7.30037e-16, 1.74761e-15, 3.77811e-15, 7.50724e-15, 1.39046e-14, 2.42805e-14, 4.03511e-14, 6.43279e-14, 9.90544e-14, 1.48237e-13, 2.16841e-13, 3.11771e-13, 4.4298e-13, 6.25201e-13, 8.80479e-13, 1.2416e-12, 1.75644e-12, 2.49288e-12, 3.54411e-12, 5.0333e-12, 7.11725e-12, 9.98794e-12, 1.38716e-11, 1.90244e-11, 2.57255e-11, 3.42671e-11, 4.49414e-11, 5.80277e-11, 7.37775e-11, 9.24015e-11, 1.14057e-10, 1.38839e-10
0, 0, 0, 0, 0, 0, 0, 1.25261e-28, 2.81859e-25, 6.47336e-23, 3.57318e-21, 7.68165e-20, 8.61421e-19, 6.06365e-18, 3.02691e-17, 1.16461e-16, 3.66237e-16, 9.82227e-16, 2.31871e-15, 4.93495e-15, 9.64689e-15, 1.75761e-14, 3.01992e-14, 4.94059e-14, 7.75817e-14, 1.17741e-13, 1.73756e-13, 2.50754e-13, 3.55803e-13, 4.99041e-13, 6.95444e-13, 9.67422e-13, 1.34837e-12, 1.88711e-12, 2.6531e-12, 3.74174e-12, 5.27928e-12, 7.42642e-12, 1.03798e-11, 1.43707e-11, 1.96605e-11, 2.65331e-11, 3.52841e-11, 4.62081e-11, 5.95843e-11, 7.56624e-11, 9.46482e-11, 1.16693e-10, 1.41882e-10, 1.70231e-10
